"zip","NPI","index","order","city","state"
"75142","1144316704",106,9499,"Kaufman","TX"
"76017","1265442602",107,8960,"Arlington","TX"
"75142","1285694489",108,9500,"Kaufman","TX"
"75150","1306829791",109,8968,"Mesquite","TX"
"77598","1306861448",110,8626,"Webster","TX"
"75165","1356635049",111,8647,"Waxahachie","TX"
"75225","1407887425",112,8969,"Dallas","TX"
"75150","1467475244",113,8946,"Mesquite","TX"
"75160","1821015587",114,8634,"Terrell","TX"
"75246","1871552943",115,8788,"Dallas","TX"
"75150","1891869517",116,8948,"Mesquite","TX"
"75402","1922056845",117,9548,"Greenville","TX"
"75006","1922071703",118,8888,"Carrollton","TX"
"11776","1003003856",119,22711,"Port Jefferson Station","NY"
"51501","1386794386",120,2126,"Council Bluffs","IA"
"80111","1245400951",121,4281,"Englewood","CO"
"80120","1275594061",122,4268,"Littleton","CO"
"80111","1508152786",123,4275,"Englewood","CO"
"80234","1528013000",124,4282,"Denver","CO"
"80129","1568482198",125,4290,"Littleton","CO"
"80123","1922078229",126,4269,"Littleton","CO"
"77355","1023179207",127,9869,"Magnolia","TX"
"77375","1093702086",128,9862,"Tomball","TX"
"77375","1215970876",129,9868,"Tomball","TX"
"77375","1427163955",130,9863,"Tomball","TX"
"77030","1477767226",131,9748,"Houston","TX"
"77040","1528013125",132,9870,"Houston","TX"
"77375","1568426153",133,9864,"Tomball","TX"
"77375","1629065743",134,9866,"Tomball","TX"
"77375","1770591935",135,9867,"Tomball","TX"
"79606","1801866165",136,9758,"Abilene","TX"
"77060","1861704744",137,9919,"Houston","TX"
"77054","1922004969",138,9865,"Houston","TX"
"77379","1962616706",139,9871,"Spring","TX"
"30286","1093700866",140,31193,"Thomaston","GA"
"30286","1104846625",141,31196,"Thomaston","GA"
"30286","1346227196",142,31194,"Thomaston","GA"
"36867","1467468355",143,18796,"Phenix City","AL"
"35802","1588778591",144,18808,"Huntsville","AL"
"36867","1598746943",145,18797,"Phenix City","AL"
"30286","1700896503",146,31191,"Thomaston","GA"
"36877","1942244736",147,18862,"Smiths","AL"
"73103","1063672277",148,2942,"Oklahoma City","OK"
"73135","1114123114",149,2981,"Oklahoma City","OK"
"73102","1124193255",150,2906,"Oklahoma City","OK"
"73116","1164450573",151,2772,"Oklahoma City","OK"
"73102","1205060183",152,2904,"Oklahoma City","OK"
"46534","1225001696",153,12739,"Knox","IN"
"73135","1295027647",154,3052,"Oklahoma City","OK"
"46404","1295766467",155,12742,"Gary","IN"
"73102","1356381891",156,2946,"Oklahoma City","OK"
"73116","1437180080",157,2770,"Oklahoma City","OK"
"46404","1629193321",158,12743,"Gary","IN"
"73102","1649430737",159,2905,"Oklahoma City","OK"
"73112","1720082266",160,2746,"Oklahoma City","OK"
"73116","1750341012",161,2771,"Oklahoma City","OK"
"46410","1760476303",162,12741,"Merrillville","IN"
"73521","1821229089",163,3102,"Altus","OK"
"74128","1841519360",164,2777,"Tulsa","OK"
"73801","1922009075",165,3022,"Woodward","OK"
"27401","1750342879",166,31797,"Greensboro","NC"
"33841","1003006552",167,30083,"Fort Meade","FL"
"33841","1013912625",168,30084,"Fort Meade","FL"
"33813","1063742740",169,30081,"Lakeland","FL"
"32751","1104851559",170,30076,"Maitland","FL"
"34769","1174589469",171,29047,"Saint Cloud","FL"
"33805","1215908421",172,30082,"Lakeland","FL"
"33805","1215909254",173,30107,"Lakeland","FL"
"34476","1376733378",174,30169,"Ocala","FL"
"33830","1407873177",175,30079,"Bartow","FL"
"33813","1841455607",176,30080,"Lakeland","FL"
"33813","1962773630",177,30078,"Lakeland","FL"
"20007","1003807892",178,30470,"Washington","DC"
"39440","1013001189",179,27370,"Laurel","MS"
"39153","1144338369",180,27371,"Raleigh","MS"
"39440","1396784187",181,27367,"Laurel","MS"
"39440","1568496669",182,27365,"Laurel","MS"
"39440","1699714311",183,27368,"Laurel","MS"
"39440","1902831837",184,27366,"Laurel","MS"
"39401","1952414583",185,27373,"Hattiesburg","MS"
"23507","1003881483",186,33644,"Norfolk","VA"
"23502","1013982388",187,33728,"Norfolk","VA"
"23502","1023083417",188,33650,"Norfolk","VA"
"23507","1023096559",189,33605,"Norfolk","VA"
"23602","1033158340",190,33680,"Newport News","VA"
"23502","1033232293",191,33665,"Norfolk","VA"
"23502","1043285372",192,33658,"Norfolk","VA"
"23464","1083719728",193,33559,"Virginia Beach","VA"
"23502","1093714065",194,33756,"Norfolk","VA"
"23507","1093772873",195,33597,"Norfolk","VA"
"23464","1093788937",196,33799,"Virginia Beach","VA"
"23502","1124037221",197,33704,"Norfolk","VA"
"23502","1144294182",198,33653,"Norfolk","VA"
"23502","1144297714",199,33575,"Norfolk","VA"
"20176","1144540386",200,33618,"Leesburg","VA"
"23502","1154339158",201,33648,"Norfolk","VA"
"23455","1154432375",202,33666,"Virginia Beach","VA"
"23435","1164687190",203,33629,"Suffolk","VA"
"23462","1174533129",204,33659,"Virginia Beach","VA"
"23464","1174785497",205,33645,"Virginia Beach","VA"
"23704","1184732992",206,33609,"Portsmouth","VA"
"23707","1194754929",207,33614,"Portsmouth","VA"
"23602","1205832979",208,33721,"Newport News","VA"
"23502","1235104555",209,33664,"Norfolk","VA"
"23435","1235193533",210,33626,"Suffolk","VA"
"23704","1235241092",211,33623,"Portsmouth","VA"
"23502","1245321736",212,33580,"Norfolk","VA"
"20176","1265497838",213,33561,"Leesburg","VA"
"23504","1265524813",214,33631,"Norfolk","VA"
"23602","1285609768",215,33736,"Newport News","VA"
"23707","1285663039",216,33604,"Portsmouth","VA"
"23704","1285764399",217,33600,"Portsmouth","VA"
"23464","1295849925",218,33622,"Virginia Beach","VA"
"23323","1306857909",219,33607,"Chesapeake","VA"
"23502","1316217169",220,33672,"Norfolk","VA"
"23454","1326013780",221,33632,"Virginia Beach","VA"
"23606","1326052986",222,33562,"Newport News","VA"
"23507","1356316749",223,33639,"Norfolk","VA"
"23502","1366417321",224,33709,"Norfolk","VA"
"20176","1366679904",225,33546,"Leesburg","VA"
"23464","1366860967",226,33636,"Virginia Beach","VA"
"23502","1376794578",227,33637,"Norfolk","VA"
"20176","1386609873",228,33566,"Leesburg","VA"
"23507","1396719639",229,33606,"Norfolk","VA"
"23602","1396755948",230,33568,"Newport News","VA"
"23606","1396784674",231,33797,"Newport News","VA"
"23325","1407822109",232,33570,"Chesapeake","VA"
"23464","1407841968",233,33681,"Virginia Beach","VA"
"27834","1407910433",234,33612,"Greenville","NC"
"23320","1417921784",235,33574,"Chesapeake","VA"
"23464","1417921818",236,33787,"Virginia Beach","VA"
"23507","1427022169",237,33633,"Norfolk","VA"
"23502","1427023720",238,33640,"Norfolk","VA"
"23703","1427081355",239,33610,"Portsmouth","VA"
"23464","1467416123",240,33828,"Virginia Beach","VA"
"23320","1467459347",241,33634,"Chesapeake","VA"
"23707","1477517142",242,33619,"Portsmouth","VA"
"23502","1487603205",243,33769,"Norfolk","VA"
"23502","1487627089",244,33560,"Norfolk","VA"
"23464","1487733234",245,33548,"Virginia Beach","VA"
"23606","1497700488",246,33798,"Newport News","VA"
"23455","1508805888",247,33656,"Virginia Beach","VA"
"23462","1508874249",248,33707,"Virginia Beach","VA"
"23464","1518073956",249,33742,"Virginia Beach","VA"
"23502","1528033180",250,33723,"Norfolk","VA"
"23507","1528033438",251,33677,"Norfolk","VA"
"23502","1548235849",252,33649,"Norfolk","VA"
"23704","1558324467",253,33616,"Portsmouth","VA"
"23507","1558333252",254,33803,"Norfolk","VA"
"23507","1558333401",255,33603,"Norfolk","VA"
"23507","1568434413",256,33608,"Norfolk","VA"
"23502","1578530135",257,33576,"Norfolk","VA"
"23507","1578558060",258,33642,"Norfolk","VA"
"23502","1588639967",259,33651,"Norfolk","VA"
"23707","1598701252",260,33617,"Portsmouth","VA"
"23701","1598720245",261,33602,"Portsmouth","VA"
"20176","1598925745",262,33549,"Leesburg","VA"
"23502","1629041892",263,33719,"Norfolk","VA"
"23464","1629233242",264,33770,"Virginia Beach","VA"
"23464","1639370562",265,33564,"Virginia Beach","VA"
"20176","1649236555",266,33615,"Leesburg","VA"
"23502","1649245002",267,33676,"Norfolk","VA"
"23502","1649271024",268,33754,"Norfolk","VA"
"23707","1669401329",269,33621,"Portsmouth","VA"
"23703","1669405502",270,33613,"Portsmouth","VA"
"23464","1669473260",271,33717,"Virginia Beach","VA"
"23707","1679502413",272,33611,"Portsmouth","VA"
"23701","1679867352",273,33624,"Portsmouth","VA"
"23454","1689649832",274,33688,"Virginia Beach","VA"
"23502","1689649998",275,33663,"Norfolk","VA"
"23606","1689688244",276,33554,"Newport News","VA"
"23464","1689966921",277,33718,"Virginia Beach","VA"
"23502","1699091587",278,33641,"Norfolk","VA"
"23464","1750452827",279,33540,"Virginia Beach","VA"
"23455","1760456511",280,33662,"Virginia Beach","VA"
"23464","1760457089",281,33599,"Virginia Beach","VA"
"23502","1760481717",282,33755,"Norfolk","VA"
"23502","1770749897",283,33585,"Norfolk","VA"
"23435","1780702365",284,33814,"Suffolk","VA"
"23507","1790740207",285,33660,"Norfolk","VA"
"23464","1790992709",286,33571,"Virginia Beach","VA"
"49938","1801087861",287,33673,"Ironwood","MI"
"23462","1821038555",288,33746,"Virginia Beach","VA"
"23464","1831163682",289,33800,"Virginia Beach","VA"
"23502","1831164037",290,33675,"Norfolk","VA"
"23502","1831164292",291,33661,"Norfolk","VA"
"20176","1851619183",292,33569,"Leesburg","VA"
"23464","1861571499",293,33671,"Virginia Beach","VA"
"23502","1861589897",294,33686,"Norfolk","VA"
"23505","1881604239",295,33753,"Norfolk","VA"
"23704","1881608248",296,33628,"Portsmouth","VA"
"23510","1881654192",297,33655,"Norfolk","VA"
"23507","1881666410",298,33646,"Norfolk","VA"
"23454","1881870442",299,33891,"Virginia Beach","VA"
"23435","1881890390",300,33801,"Suffolk","VA"
"23502","1902871130",301,33657,"Norfolk","VA"
"20176","1912967076",302,33620,"Leesburg","VA"
"23507","1912973397",303,33647,"Norfolk","VA"
"23507","1922070879",304,33652,"Norfolk","VA"
"23502","1922073162",305,33793,"Norfolk","VA"
"23502","1932176856",306,33654,"Norfolk","VA"
"20176","1932382645",307,33678,"Leesburg","VA"
"23502","1952530438",308,33750,"Norfolk","VA"
"23464","1962409193",309,33635,"Virginia Beach","VA"
"23602","1962457275",310,33810,"Newport News","VA"
"20176","1972591394",311,33679,"Leesburg","VA"
"23704","1972706240",312,33630,"Portsmouth","VA"
"23707","1982633640",313,33601,"Portsmouth","VA"
"23455","1982680880",314,33667,"Virginia Beach","VA"
"23507","1982741872",315,33627,"Norfolk","VA"
"20176","1982929832",316,33674,"Leesburg","VA"
"23502","1992771521",317,33638,"Norfolk","VA"
"23507","1992779144",318,33643,"Norfolk","VA"
"23502","1992968853",319,33729,"Norfolk","VA"
"75246","1063472991",320,8624,"Dallas","TX"
"75225","1720090178",321,8628,"Dallas","TX"
"60625","1154513505",322,11988,"Chicago","IL"
"60085","1164445854",323,11996,"Waukegan","IL"
"60653","1245391986",324,11994,"Chicago","IL"
"60640","1588683460",325,11982,"Chicago","IL"
"60651","1619926383",326,11962,"Chicago","IL"
"60657","1780690362",327,11960,"Chicago","IL"
"60089","1881852523",328,11995,"Buffalo Grove","IL"
"77340","1003020504",329,9875,"Huntsville","TX"
"77090","1033130042",330,9847,"Houston","TX"
"75862","1144252800",331,10296,"Trinity","TX"
"77090","1154416824",332,9896,"Houston","TX"
"77340","1174876692",333,10295,"Huntsville","TX"
"77380","1194939850",334,9843,"Spring","TX"
"77304","1245466762",335,9884,"Conroe","TX"
"77340","1265525851",336,10298,"Huntsville","TX"
"75024","1275760746",337,9877,"Plano","TX"
"77304","1306158803",338,9899,"Conroe","TX"
"77384","1346237872",339,9849,"Conroe","TX"
"77090","1356365324",340,9897,"Houston","TX"
"77304","1356555866",341,9881,"Conroe","TX"
"77304","1417045303",342,9878,"Conroe","TX"
"75024","1437245032",343,9879,"Plano","TX"
"77384","1487867669",344,9844,"Conroe","TX"
"77380","1508853037",345,9848,"Spring","TX"
"77090","1518055433",346,9892,"Houston","TX"
"77304","1588752414",347,9880,"Conroe","TX"
"77304","1629077045",348,9886,"Conroe","TX"
"77090","1700973682",349,9890,"Houston","TX"
"77340","1710218144",350,9876,"Huntsville","TX"
"77090","1821185703",351,9891,"Houston","TX"
"77090","1851325823",352,9900,"Houston","TX"
"77340","1881615979",353,9914,"Huntsville","TX"
"77090","1891883609",354,9898,"Houston","TX"
"77090","1922050186",355,9854,"Houston","TX"
"77304","1942466826",356,9883,"Conroe","TX"
"16803","1154344877",357,23821,"State College","PA"
"17822","1245295062",358,23816,"Danville","PA"
"17044","1366420929",359,23811,"Lewistown","PA"
"17044","1467489344",360,23815,"Lewistown","PA"
"17058","1518167287",361,23818,"Mifflin","PA"
"17822","1578727244",362,23817,"Danville","PA"
"17044","1639134562",363,23813,"Lewistown","PA"
"17822","1649445800",364,23819,"Danville","PA"
"17044","1730140310",365,23822,"Lewistown","PA"
"16803","1740217611",366,23823,"State College","PA"
"17822","1861629511",367,23814,"Danville","PA"
"77479","1003007295",368,11021,"Sugar Land","TX"
"75901","1154523231",369,10811,"Lufkin","TX"
"75901","1235210519",370,10812,"Lufkin","TX"
"25701","1235384439",371,17638,"Huntington","WV"
"55415","1134175698",372,8573,"Minneapolis","MN"
"43215","1003007741",373,16599,"Columbus","OH"
"43215","1083811830",374,16600,"Columbus","OH"
"43215","1225130917",375,16372,"Columbus","OH"
"28714","1275739575",376,34560,"Burnsville","NC"
"43215","1326099854",377,16338,"Columbus","OH"
"43215","1356581615",378,16416,"Columbus","OH"
"43215","1386683373",379,16374,"Columbus","OH"
"43215","1538279526",380,16531,"Columbus","OH"
"43215","1699757096",381,16435,"Columbus","OH"
"43215","1750327565",382,16603,"Columbus","OH"
"43215","1821073651",383,16373,"Columbus","OH"
"43215","1851389324",384,16339,"Columbus","OH"
"43215","1881673010",385,16378,"Columbus","OH"
"43215","1972585388",386,16447,"Columbus","OH"
"36607","1043479124",387,26693,"Mobile","AL"
"35209","1104849843",388,27933,"Birmingham","AL"
"35233","1306136692",389,27935,"Birmingham","AL"
"35209","1992811483",390,27931,"Birmingham","AL"
"33908","1235109422",391,30512,"Fort Myers","FL"
"33908","1548332182",392,30513,"Fort Myers","FL"
"33908","1679646251",393,30514,"Fort Myers","FL"
"95355","1316146665",394,5001,"Modesto","CA"
"95355","1669609327",395,5002,"Modesto","CA"
"72110","1003009218",396,25971,"Morrilton","AR"
"72110","1205032745",397,25942,"Morrilton","AR"
"72110","1528055738",398,25979,"Morrilton","AR"
"72205","1609927706",399,25941,"Little Rock","AR"
"72110","1740394261",400,25972,"Morrilton","AR"
"72110","1922268911",401,25970,"Morrilton","AR"
"71640","1942224365",402,25981,"Eudora","AR"
"60608","1508968652",403,12087,"Chicago","IL"
"13032","1073575189",404,21815,"Canastota","NY"
"13413","1205033834",405,21805,"New Hartford","NY"
"33707","1215130943",406,29859,"Saint Petersburg","FL"
"13476","1225283468",407,21823,"Vernon","NY"
"13032","1326000431",408,21821,"Canastota","NY"
"13476","1386605848",409,21818,"Vernon","NY"
"12204","1437311289",410,22290,"Albany","NY"
"13476","1457409617",411,21822,"Vernon","NY"
"13476","1457506693",412,21825,"Vernon","NY"
"13476","1588625057",413,21817,"Vernon","NY"
"13413","1609072115",414,21804,"New Hartford","NY"
"13421","1699880708",415,21820,"Oneida","NY"
"13421","1710140900",416,21819,"Oneida","NY"
"13476","1770804288",417,21824,"Vernon","NY"
"13413","1871662932",418,21816,"New Hartford","NY"
"13413","1881847598",419,21806,"New Hartford","NY"
"13413","1922080795",420,21813,"New Hartford","NY"
"32619","1003009853",421,30954,"Bell","FL"
"32619","1063574010",422,30968,"Bell","FL"
"32605","1235338047",423,30923,"Gainesville","FL"
"32347","1326078809",424,31060,"Perry","FL"
"32619","1336173863",425,30933,"Bell","FL"
"32605","1457343576",426,30929,"Gainesville","FL"
"32619","1902879158",427,30984,"Bell","FL"
"32607","1972500338",428,30944,"Gainesville","FL"
"75801","1013979913",429,10299,"Palestine","TX"
"76033","1053335059",430,9135,"Cleburne","TX"
"76033","1124163811",431,9124,"Cleburne","TX"
"76104","1265736367",432,9215,"Fort Worth","TX"
"76033","1316931439",433,9121,"Cleburne","TX"
"76087","1396788857",434,9128,"Weatherford","TX"
"76033","1487650123",435,9130,"Cleburne","TX"
"76123","1568457968",436,9220,"Fort Worth","TX"
"75142","1588830590",437,9129,"Kaufman","TX"
"76033","1679869317",438,9126,"Cleburne","TX"
"76033","1801892443",439,9131,"Cleburne","TX"
"76033","1801893474",440,9122,"Cleburne","TX"
"76033","1841266731",441,9125,"Cleburne","TX"
"76033","1861401168",442,9123,"Cleburne","TX"
"76033","1932106341",443,9127,"Cleburne","TX"
"77094","1528179272",444,9730,"Houston","TX"
"77450","1578734349",445,9732,"Katy","TX"
"77094","1679567838",446,9731,"Houston","TX"
"32204","1003010307",447,29501,"Jacksonville","FL"
"32091","1619048386",448,30996,"Starke","FL"
"48307","1003010349",449,20932,"Rochester","MI"
"48316","1457664708",450,21035,"Utica","MI"
"48307","1669436531",451,20920,"Rochester","MI"
"28607","1154567915",452,32169,"Boone","NC"
"28607","1356308134",453,32170,"Boone","NC"
"28607","1659314748",454,32163,"Boone","NC"
"65807","1013057488",455,1156,"Springfield","MO"
"77351","1073576401",456,10802,"Livingston","TX"
"77384","1073618104",457,9861,"Conroe","TX"
"77339","1083829568",458,10828,"Humble","TX"
"77090","1104856723",459,9906,"Houston","TX"
"77304","1114013406",460,9888,"Conroe","TX"
"77304","1124031281",461,9889,"Conroe","TX"
"77060","1134238025",462,9910,"Houston","TX"
"77868","1144212044",463,10303,"Navasota","TX"
"77351","1144540253",464,10800,"Livingston","TX"
"77385","1164524427",465,9858,"Conroe","TX"
"75975","1174696140",466,10801,"Timpson","TX"
"75904","1215011747",467,10815,"Lufkin","TX"
"77090","1295822237",468,9895,"Houston","TX"
"77339","1306800412",469,9885,"Humble","TX"
"77090","1316033707",470,9893,"Houston","TX"
"77401","1326124124",471,9901,"Bellaire","TX"
"77340","1396818035",472,10306,"Huntsville","TX"
"75024","1558673905",473,9845,"Plano","TX"
"77304","1619957636",474,9887,"Conroe","TX"
"77384","1649234576",475,9846,"Conroe","TX"
"77340","1700939311",476,10293,"Huntsville","TX"
"75972","1710030275",477,10805,"San Augustine","TX"
"77340","1710985536",478,10297,"Huntsville","TX"
"77024","1750479465",479,9850,"Houston","TX"
"75904","1760494074",480,10808,"Lufkin","TX"
"77384","1780607382",481,9859,"Conroe","TX"
"77381","1912919473",482,9872,"Spring","TX"
"77304","1922007343",483,9882,"Conroe","TX"
"77090","1942397849",484,9894,"Houston","TX"
"77340","1992720387",485,10294,"Huntsville","TX"
"44144","1023061165",486,11843,"Cleveland","OH"
"80631","1326257387",487,4545,"Greeley","CO"
"80907","1457365926",488,4757,"Colorado Springs","CO"
"34113","1598794810",489,30688,"Naples","FL"
"28601","1063531515",490,31722,"Hickory","NC"
"28601","1154300820",491,31717,"Hickory","NC"
"27262","1346229002",492,31719,"High Point","NC"
"28212","1386899623",493,31447,"Charlotte","NC"
"27262","1528047248",494,31721,"High Point","NC"
"28601","1568490001",495,31720,"Hickory","NC"
"28204","1710052337",496,31448,"Charlotte","NC"
"28601","1780610394",497,31718,"Hickory","NC"
"60201","1285734665",498,11949,"Evanston","IL"
"45750","1003034281",499,16133,"Marietta","OH"
"45750","1003811472",500,16142,"Marietta","OH"
"26105","1063415859",501,16090,"Vienna","WV"
"45750","1063627727",502,16121,"Marietta","OH"
"25271","1093783060",503,16149,"Ripley","WV"
"45750","1104813922",504,16137,"Marietta","OH"
"45750","1114995602",505,16136,"Marietta","OH"
"26104","1144221714",506,16105,"Parkersburg","WV"
"45750","1154368447",507,16147,"Marietta","OH"
"26170","1164410247",508,16143,"Saint Marys","WV"
"25309","1174795561",509,17668,"Charleston","WV"
"25314","1184715948",510,17458,"Charleston","WV"
"26101","1194018093",511,16078,"Parkersburg","WV"
"26101","1194717041",512,16083,"Parkersburg","WV"
"45750","1194793885",513,16144,"Marietta","OH"
"33931","1194881664",514,16110,"Fort Myers Beach","FL"
"26101","1235106600",515,16094,"Parkersburg","WV"
"26101","1265480628",516,16082,"Parkersburg","WV"
"26101","1275532194",517,16116,"Parkersburg","WV"
"45750","1275581605",518,16129,"Marietta","OH"
"26187","1295876449",519,16141,"Williamstown","WV"
"25271","1316900434",520,16150,"Ripley","WV"
"25309","1346244787",521,16098,"Charleston","WV"
"45750","1366419343",522,16123,"Marietta","OH"
"26101","1366769226",523,16112,"Parkersburg","WV"
"25309","1376542290",524,17466,"Charleston","WV"
"26105","1407859218",525,16086,"Vienna","WV"
"26105","1417933508",526,16093,"Vienna","WV"
"26105","1427051390",527,16074,"Vienna","WV"
"26105","1447253208",528,16100,"Vienna","WV"
"45750","1467685198",529,16124,"Marietta","OH"
"26354","1518063320",530,17951,"Grafton","WV"
"26101","1528016888",531,16076,"Parkersburg","WV"
"26105","1528061322",532,16106,"Vienna","WV"
"26101","1528208774",533,16114,"Parkersburg","WV"
"26101","1538452438",534,16108,"Parkersburg","WV"
"26105","1568465383",535,16109,"Vienna","WV"
"45750","1578531547",536,16125,"Marietta","OH"
"45750","1578563706",537,16130,"Marietta","OH"
"26150","1669406286",538,16092,"Mineral Wells","WV"
"25309","1669471561",539,16087,"Charleston","WV"
"26105","1679576441",540,16103,"Vienna","WV"
"26101","1689630741",541,16077,"Parkersburg","WV"
"26101","1699723429",542,16075,"Parkersburg","WV"
"26170","1710935648",543,16118,"Saint Marys","WV"
"26105","1720004559",544,16113,"Vienna","WV"
"45750","1740240662",545,16096,"Marietta","OH"
"26101","1760493043",546,16101,"Parkersburg","WV"
"26105","1770791733",547,16088,"Vienna","WV"
"26101","1780661652",548,16107,"Parkersburg","WV"
"26101","1780672519",549,16080,"Parkersburg","WV"
"26456","1780689471",550,16148,"West Union","WV"
"26351","1790781003",551,17956,"Glenville","WV"
"26105","1790788545",552,16085,"Vienna","WV"
"25276","1801898861",553,17925,"Spencer","WV"
"26105","1821091695",554,16081,"Vienna","WV"
"25309","1821097734",555,16084,"Charleston","WV"
"26101","1831147263",556,16079,"Parkersburg","WV"
"26105","1841292786",557,16104,"Vienna","WV"
"45750","1861598849",558,16126,"Marietta","OH"
"26101","1871541235",559,16102,"Parkersburg","WV"
"45750","1871561472",560,16122,"Marietta","OH"
"26101","1871581538",561,16089,"Parkersburg","WV"
"26351","1881628071",562,17967,"Glenville","WV"
"26143","1881855807",563,16095,"Elizabeth","WV"
